dataset,var,type,n_rows,n_missing,pct_missing,n_unique,label
DR2TOT_J,SEQN,numeric,8704,0,0,8704,Respondent sequence number
DR2TOT_J,WTDRD1,numeric,8704,0,0,7234,Dietary day one sample weight
DR2TOT_J,WTDR2D,numeric,8704,1063,12.212775735294118,6392,Dietary two-day sample weight
DR2TOT_J,DR2DRSTZ,numeric,8704,0,0,4,Dietary recall status
DR2TOT_J,DR2EXMER,numeric,8704,1990,22.863051470588236,10,Interviewer ID code
DR2TOT_J,DRABF,numeric,8704,1063,12.212775735294118,2,Breast-fed infant (either day)
DR2TOT_J,DRDINT,numeric,8704,1063,12.212775735294118,2,Number of days of intake
DR2TOT_J,DR2DBIH,numeric,8704,2205,25.333180147058822,134,# of days b/w intake and HH interview
DR2TOT_J,DR2DAY,numeric,8704,1990,22.863051470588236,7,Intake day of the week
DR2TOT_J,DR2LANG,numeric,8704,1982,22.77113970588235,5,Language respondent used mostly
DR2TOT_J,DR2MRESP,numeric,8704,2065,23.724724264705884,10,Main respondent for this interview
DR2TOT_J,DR2HELP,numeric,8704,2065,23.724724264705884,9,Helped in responding for this interview
DR2TOT_J,DR2TNUMF,numeric,8704,2065,23.724724264705884,39,Number of foods/beverages reported
DR2TOT_J,DR2STY,numeric,8704,1990,22.863051470588236,3,Salt used at table yesterday?
DR2TOT_J,DR2SKY,numeric,8704,7659,87.99402573529412,4,Type of salt used yesterday
DR2TOT_J,DR2TKCAL,numeric,8704,2202,25.298713235294116,2738,Energy (kcal)
DR2TOT_J,DR2TPROT,numeric,8704,2202,25.298713235294116,5788,Protein (gm)
DR2TOT_J,DR2TCARB,numeric,8704,2202,25.298713235294116,6218,Carbohydrate (gm)
DR2TOT_J,DR2TSUGR,numeric,8704,2202,25.298713235294116,6013,Total sugars (gm)
DR2TOT_J,DR2TFIBE,numeric,8704,2202,25.298713235294116,1182,Dietary fiber (gm)
DR2TOT_J,DR2TTFAT,numeric,8704,2202,25.298713235294116,5808,Total fat (gm)
DR2TOT_J,DR2TSFAT,numeric,8704,2202,25.298713235294116,6295,Total saturated fatty acids (gm)
DR2TOT_J,DR2TMFAT,numeric,8704,2202,25.298713235294116,6294,Total monounsaturated fatty acids (gm)
DR2TOT_J,DR2TPFAT,numeric,8704,2202,25.298713235294116,6216,Total polyunsaturated fatty acids (gm)
DR2TOT_J,DR2TCHOL,numeric,8704,2202,25.298713235294116,922,Cholesterol (mg)
DR2TOT_J,DR2TATOC,numeric,8704,2202,25.298713235294116,3171,Vitamin E as alpha-tocopherol (mg)
DR2TOT_J,DR2TATOA,numeric,8704,2202,25.298713235294116,506,Added alpha-tocopherol (Vitamin E) (mg)
DR2TOT_J,DR2TRET,numeric,8704,2202,25.298713235294116,1236,Retinol (mcg)
DR2TOT_J,DR2TVARA,numeric,8704,2202,25.298713235294116,1592,"Vitamin A, RAE (mcg)"
DR2TOT_J,DR2TACAR,numeric,8704,2202,25.298713235294116,1213,Alpha-carotene (mcg)
DR2TOT_J,DR2TBCAR,numeric,8704,2202,25.298713235294116,2911,Beta-carotene (mcg)
DR2TOT_J,DR2TCRYP,numeric,8704,2202,25.298713235294116,554,Beta-cryptoxanthin (mcg)
DR2TOT_J,DR2TLYCO,numeric,8704,2202,25.298713235294116,2810,Lycopene (mcg)
DR2TOT_J,DR2TLZ,numeric,8704,2202,25.298713235294116,2467,Lutein + zeaxanthin (mcg)
DR2TOT_J,DR2TVB1,numeric,8704,2202,25.298713235294116,4173,Thiamin (Vitamin B1) (mg)
DR2TOT_J,DR2TVB2,numeric,8704,2202,25.298713235294116,4429,Riboflavin (Vitamin B2) (mg)
DR2TOT_J,DR2TNIAC,numeric,8704,2202,25.298713235294116,6253,Niacin (mg)
DR2TOT_J,DR2TVB6,numeric,8704,2202,25.298713235294116,4491,Vitamin B6 (mg)
DR2TOT_J,DR2TFOLA,numeric,8704,2202,25.298713235294116,1001,Total folate (mcg)
DR2TOT_J,DR2TFA,numeric,8704,2202,25.298713235294116,729,Folic acid (mcg)
DR2TOT_J,DR2TFF,numeric,8704,2202,25.298713235294116,631,Food folate (mcg)
DR2TOT_J,DR2TFDFE,numeric,8704,2202,25.298713235294116,1291,"Folate, DFE (mcg)"
DR2TOT_J,DR2TCHL,numeric,8704,2202,25.298713235294116,5069,Total choline (mg)
DR2TOT_J,DR2TVB12,numeric,8704,2202,25.298713235294116,2234,Vitamin B12 (mcg)
DR2TOT_J,DR2TB12A,numeric,8704,2202,25.298713235294116,639,Added vitamin B12 (mcg)
DR2TOT_J,DR2TVC,numeric,8704,2202,25.298713235294116,3168,Vitamin C (mg)
DR2TOT_J,DR2TVD,numeric,8704,2202,25.298713235294116,529,Vitamin D (D2 + D3) (mcg)
DR2TOT_J,DR2TVK,numeric,8704,2202,25.298713235294116,3497,Vitamin K (mcg)
DR2TOT_J,DR2TCALC,numeric,8704,2202,25.298713235294116,1916,Calcium (mg)
DR2TOT_J,DR2TPHOS,numeric,8704,2202,25.298713235294116,2180,Phosphorus (mg)
DR2TOT_J,DR2TMAGN,numeric,8704,2202,25.298713235294116,681,Magnesium (mg)
DR2TOT_J,DR2TIRON,numeric,8704,2202,25.298713235294116,3997,Iron (mg)
DR2TOT_J,DR2TZINC,numeric,8704,2202,25.298713235294116,3661,Zinc (mg)
DR2TOT_J,DR2TCOPP,numeric,8704,2202,25.298713235294116,3491,Copper (mg)
DR2TOT_J,DR2TSODI,numeric,8704,2202,25.298713235294116,3773,Sodium (mg)
DR2TOT_J,DR2TPOTA,numeric,8704,2202,25.298713235294116,3208,Potassium (mg)
DR2TOT_J,DR2TSELE,numeric,8704,2202,25.298713235294116,3582,Selenium (mcg)
DR2TOT_J,DR2TCAFF,numeric,8704,2202,25.298713235294116,534,Caffeine (mg)
DR2TOT_J,DR2TTHEO,numeric,8704,2202,25.298713235294116,323,Theobromine (mg)
DR2TOT_J,DR2TALCO,numeric,8704,2202,25.298713235294116,251,Alcohol (gm)
DR2TOT_J,DR2TMOIS,numeric,8704,2202,25.298713235294116,6477,Moisture (gm)
DR2TOT_J,DR2TS040,numeric,8704,2202,25.298713235294116,2082,SFA 4:0 (Butanoic) (gm)
DR2TOT_J,DR2TS060,numeric,8704,2202,25.298713235294116,1652,SFA 6:0 (Hexanoic) (gm)
